0.000000000000000000e+00;1.537084370388189711e+02;1.257117572564369254e+02;9.422253185422934507e+01;8.892177897539664855e+01;4.450106210962803743e+01;3.658540146859124986e-01;1.622451929707812468e+01;1.113194369463170830e+02;1.179106760528330433e+01;9.231255434252196324e+01;7.836297201075535668e+01;9.074123394800356834e+01;1.335887347837091399e-01;8.424826627794453771e+01;1.209755041782556049e+02;8.962676374697447557e+01;1.143809233703250783e+02;1.030002241510015608e+02;9.546857047131132390e+01;5.803848168076942216e+01;1.384632161314970631e+02;7.758315440640797078e+01;9.460288079308500642e+01;1.171601447559177132e+02;1.337852031075292984e+02;1.450004095833201632e+02;4.647593735191686193e+01;2.675350401809274414e-01;1.698489101671775414e-01;1.517726985685619354e+02;8.087723037365888956e+01;3.272333392747587055e+01;4.881161398002288365e+01
1.537084370388189996e+02;0.000000000000000000e+00;5.529587171453005112e+01;7.897339683263940913e+01;7.641667994174734702e+01;9.312273914849309620e+01;1.350623298374728165e+02;1.072841630234908337e+02;2.635327518609676645e+01;1.293250537018980708e+02;4.746584053560580685e+01;7.760729525302585330e+01;2.570805486389229699e+01;1.086060724093430849e+02;7.372872183505134558e+01;1.972765768392281416e+01;1.013183119518700437e+02;8.834773209740869504e+01;9.648036193187813581e+01;7.907883410147717029e+01;6.173013130104639856e+01;1.828153413402484051e-01;4.299979801735037199e+01;4.695060829708232575e+01;9.746155725844418694e-02;5.391038568447746115e+01;2.157677254038158632e-01;7.585983753186960143e+01;7.731311592223258344e+01;1.164879466846550855e+02;4.679609452350023702e+01;7.736514723125895898e+01;1.068006792342981868e+02;6.026552716165171830e+01
1.257117572564369254e+02;5.529587171453004402e+01;0.000000000000000000e+00;1.343470935566309663e+02;1.023550468979321266e+02;1.152898651744949206e+02;1.289735669465745218e+02;1.294512890494926864e+02;8.988230427965228841e+01;1.637646685767944348e+02;6.412128196804312097e+01;1.347875360836561924e+02;9.090935980516989900e+01;1.264004303220916228e+02;1.309089626656816847e+02;3.464686886318123982e+01;3.449783565119257100e-01;6.569439363924666964e+01;3.475229595705050656e+01;1.344525308254687275e+02;3.443081335347203975e+01;5.668240889896994616e+01;1.294213759999205127e-01;6.999768285665859935e+01;7.293007936433953375e+01;2.504952395962314893e-01;1.834143342955833200e-01;7.070086913213854984e+01;8.219810392161969048e+01;5.915506933032339276e+01;9.309387438961356054e+01;9.769770528833080903e+01;7.950688191347855138e+01;5.719296786499926810e+01
9.422253185422933086e+01;7.897339683263939492e+01;1.343470935566309379e+02;0.000000000000000000e+00;6.051337920290411176e+01;5.271176698938337779e+01;3.439959867982248198e+01;7.292297288223926444e+01;9.722453074995598854e+00;3.782466790060660666e-01;1.122291228251042980e+02;1.074246580245531391e+01;1.090642985605450548e+02;8.465987584434759583e+01;2.628134785317456945e+01;6.027029760162888294e+01;1.402051438250532556e+02;1.385021217733757908e+02;1.382639891805659715e+02;4.765013827656959799e-01;8.133684069289793683e+01;4.251857622720449115e+01;8.895332768734040485e+01;1.564132761226569024e-01;1.130394146877316643e+02;1.587059777891915076e+02;7.269492464552695310e+01;2.515336306738654715e-01;1.014420468702124367e+02;7.544249800883856949e+01;1.648575221240618589e+02;8.848855838587324740e+01;1.372709676652610540e+02;9.545754651383462885e+01
8.892177897539663434e+01;7.641667994174734702e+01;1.023550468979321266e+02;6.051337920290411887e+01;0.000000000000000000e+00;1.462187226570506038e-01;1.064720164705390317e+02;6.267578906661968041e+00;3.459722534674303063e+01;7.681588663967502839e+01;1.633296632785406644e+01;3.049895245518999687e+01;1.316814206329482673e+01;2.909175343328633190e+01;7.333511854956361598e-01;9.333712357663230819e+01;4.485699961619611997e+01;4.260596527612558049e+01;4.280036560118491451e+01;6.005437292536301186e+01;5.058276976515920609e+01;7.358876547447988514e+01;4.533879111394630002e+01;4.980475422425362098e+01;3.962351582458964572e+01;6.494453945846339593e+01;7.490125803064319143e+01;9.918798817058723216e+01;9.102599321929449872e+00;6.379591399765238435e+01;7.723197110644564134e+01;2.733173933998063188e-01;4.237579504710405587e+01;4.108247557138038908e-01
4.450106210962801612e+01;9.312273914849311041e+01;1.152898651744949063e+02;5.271176698938339200e+01;1.462187226570506038e-01;0.000000000000000000e+00;3.790030616967528232e+01;1.826150671104851686e-01;2.661318555805022612e+01;2.157717569073642483e-01;3.267463139328941679e+01;7.776956083098195138e-02;2.987420127004059367e+01;1.287329136197127077e+01;1.414659521070323611e-01;8.579875681777789964e+01;5.779974551260117721e+01;5.814153793477169074e+01;5.644094570698504754e+01;4.165233116445354966e+01;6.338289610437337274e+01;6.605039871562550502e+01;5.827246535779215719e+01;4.149142978415508765e+01;5.632957503133540911e+01;8.090295465348587811e+01;9.160731723738895482e+01;7.383674278225656451e+01;1.799897174288335933e+01;7.504622580328617687e+01;9.331771792751952432e+01;7.588067183630933243e-01;5.443927871331786150e+01;1.563410030960531039e+01
3.658540146859124986e-01;1.350623298374728165e+02;1.289735669465745502e+02;3.439959867982248909e+01;1.064720164705390744e+02;3.790030616967527521e+01;0.000000000000000000e+00;9.095205286820290169e+00;7.528938715859197828e+01;2.567162530574499391e-01;1.149630830961577317e+02;5.998432537297791356e+01;1.137034820230443870e+02;1.332065627485010395e-01;8.994731636378885753e+01;7.311801918560061608e+01;1.002346044309184805e+02;1.364024745052873584e+02;1.165173928939149022e+02;4.903360747761124117e+01;5.245393426295819950e+01;8.885053164189318409e+01;8.396087124131179280e+01;3.273113748223568820e+01;1.401223928309585460e+02;1.443930437914732750e+02;1.111124804420447845e+02;7.477537736870100427e-02;5.208327569542912094e+00;1.021989666680222508e-01;1.742351818861112633e+02;1.038691006586236512e+02;5.301222272446058525e+01;5.941945466396690279e+01
1.622451929707812113e+01;1.072841630234908621e+02;1.294512890494926580e+02;7.292297288223925023e+01;6.267578906661970706e+00;1.826150671104851964e-01;9.095205286820288393e+00;0.000000000000000000e+00;4.688042075015874133e+01;3.183060067488743261e-01;4.683605526828716847e+01;3.199349522795407808e+01;4.403562514503833825e+01;5.986344151510633593e-02;7.578123756705615222e+00;1.059730390559394095e+02;7.196116938759892889e+01;7.230296180976944243e+01;7.060236958198279922e+01;6.272806178655741860e+01;7.754431997937112442e+01;8.622468095378698649e+01;7.243388923278990887e+01;6.175866497626358864e+01;7.049099890633316079e+01;9.506437852848362979e+01;1.057687411123867065e+02;7.245523975725723176e+01;1.640530436955157256e+01;4.691471943652817345e+01;1.074791418025172760e+02;5.469311563902182760e-01;5.711339479922219198e+01;2.979552418460306029e+01
1.113194369463170972e+02;2.635327518609676289e+01;8.988230427965227420e+01;9.722453074995605959e+00;3.459722534674303063e+01;2.661318555805022612e+01;7.528938715859199249e+01;4.688042075015872712e+01;0.000000000000000000e+00;5.859965930284895563e+01;8.631296896894320980e+01;3.648056226131403124e-01;8.314814470438396654e+01;8.218900088213486299e+01;5.474910797268226492e-01;1.528999169171870598e+01;1.142889899688921815e+02;1.125859679172147167e+02;1.123478353244049117e+02;9.757233354224450039e+00;3.701309418978598842e+01;2.411708268568569513e-01;4.397302177743023321e+01;1.591160867002007484e-01;6.041029934075315566e+01;1.121943481550952981e+02;2.823741380132554823e+01;3.150195848248613473e+01;7.552589301405134847e+01;8.455237468177803350e+01;1.122547588582091720e+02;6.257240452971215916e+01;1.113548138090999799e+02;6.954139265767354061e+01
1.179106760528330611e+01;1.293250537018980424e+02;1.637646685767944632e+02;3.782466790060661221e-01;7.681588663967499997e+01;2.157717569073642205e-01;2.567162530574501611e-01;3.183060067488743261e-01;5.859965930284895563e+01;0.000000000000000000e+00;1.308265386684709881e+02;1.887962014857504367e-01;1.277525381511443356e+02;2.076488709439639202e-01;4.625777414875324922e+01;1.021050491708466410e+02;1.276796750673319707e+02;1.562934452099532621e+02;1.439624635303284208e+02;3.259165555791223579e-01;9.609139300112693149e+01;9.293886210128935943e+01;1.134943029796261129e+02;2.785152601402899109e+01;1.542079119124391866e+02;1.718381144278868078e+02;1.230465815147856148e+02;2.664379376363200103e-01;3.695444562942718392e+01;4.247532452316748675e+01;1.914696252027011667e+02;1.008214341494727648e+02;7.640722167285538546e+01;8.686452530038037878e+01
