0.000000000000000000e+00 1.517664895848272693e+02 1.247315401972506663e+02 1.133978112337872659e+02 9.224837510398825202e+01 5.904537329887926944e+01 2.581076953338628521e-01 2.772296424051261354e+01 1.245427948458754770e+02 4.162057086292939800e+01 8.695600586149275557e+01 8.764155226784237129e+01 1.025032528473818729e+02 3.414563368953548173e-01 9.359401448763881604e+01 1.118687094395465209e+02 8.783607552975401234e+01 1.093609539308661454e+02 1.039303032294548217e+02 1.154318866265205514e+02 5.167853994080655866e+01 1.429833876969084940e+02 7.689407252002308724e+01 1.058518870649284196e+02 1.193451487637199051e+02 1.349867716972750316e+02 1.346322778116271479e+02 5.368013008908328487e+01 4.011765365026770391e-01 4.089107949190774471e-01 1.500664274525523467e+02 8.235313374678592879e+01 3.809932526292716659e+01 4.695613528236002310e+01
1.517664895848273261e+02 0.000000000000000000e+00 4.793367518919844628e+01 8.082182921543295606e+01 7.712861086976086256e+01 8.985887500198097655e+01 1.330162201575218432e+02 9.129189641502006225e+01 3.309046077316327938e+01 1.289900195550977173e+02 4.719750623276792822e+01 7.518865324462929323e+01 2.742434326300708136e+01 1.020352566671445516e+02 7.403997243559699371e+01 1.735808190957609654e+01 9.382001449329376896e+01 8.453522951854566259e+01 9.423359174462298427e+01 8.089987981130971662e+01 5.697951223107376251e+01 9.961319176995356295e-02 4.062804564743980507e+01 4.445599265918402665e+01 9.846545506966196404e-02 4.708632758429030218e+01 1.309687788976027778e-01 6.986100188659563059e+01 7.503135835927213293e+01 1.152425789039485977e+02 5.189100758174125616e+01 7.339766732488267564e+01 1.061318432068229640e+02 6.220498722757928078e+01
1.247315401972506663e+02 4.793367518919844628e+01 0.000000000000000000e+00 1.391449881995742714e+02 1.137529175339628011e+02 1.247508291120095834e+02 1.155471991236809970e+02 1.261622957363102699e+02 9.207134972317049915e+01 1.732406148970509605e+02 7.009037418921580809e+01 1.343347317771994085e+02 7.946036112305129961e+01 1.322523618162257719e+02 1.337329938471584398e+02 3.774535454369505771e+01 2.360955183702033444e-01 6.953699544716582182e+01 2.808624959540287591e+01 1.392230387954510320e+02 3.817680439242059975e+01 5.510967093404283190e+01 6.617582705764050999e-02 7.025714218645406106e+01 5.669657429966076734e+01 2.530971600187573722e-01 1.793546680508649460e-01 7.219882468029331335e+01 9.946327417006725113e+01 7.044893291771673205e+01 8.594975909974364470e+01 1.073704094714898929e+02 9.382756595865069471e+01 6.423380024066821647e+01
1.133978112337872801e+02 8.082182921543294185e+01 1.391449881995742999e+02 0.000000000000000000e+00 5.990107318369449985e+01 5.011688511723748718e+01 3.676990584957685115e+01 7.572091053253126347e+01 1.154798612373559763e+01 4.078090447600657420e-01 1.019541161412952306e+02 8.351318681072314121e+00 1.173682740442409624e+02 8.685543913109161451e+01 2.779849495286769212e+01 6.626394069673894194e+01 1.384778486216167721e+02 1.306533188477121712e+02 1.346936377107813598e+02 3.357562813856184714e-01 8.629633880350920094e+01 4.777954585365636575e+01 9.887910461616624502e+01 2.173011631658439691e-01 1.152451481703391352e+02 1.499755071506727120e+02 7.895370524999442807e+01 5.459107408781747051e-01 9.827469490762265991e+01 9.079513985637856877e+01 1.693204456317388349e+02 8.704190860797717733e+01 1.352922931465165846e+02 9.199419450341375182e+01
9.224837510398822360e+01 7.712861086976084835e+01 1.137529175339627727e+02 5.990107318369449274e+01 0.000000000000000000e+00 2.342015648154248120e-01 1.051583012022538952e+02 5.662771757970510578e+00 2.998638056317244605e+01 6.586167263449308962e+01 1.228751715066648131e+01 2.825656446978031511e+01 2.770167505361219185e+01 2.029779339917054770e+01 8.350354729038548252e-01 9.110164875360416659e+01 4.975133151500893547e+01 4.136216487707719835e+01 4.595025817806815382e+01 5.900509129801746155e+01 5.236607717304197251e+01 7.058706670521132764e+01 5.211021031884688881e+01 4.577779447669325918e+01 4.470727004865348420e+01 7.000896705685428856e+01 7.765643506203123536e+01 9.290693637539919791e+01 1.133149012964544688e+01 6.373350474409939181e+01 7.975970488576543005e+01 4.054744364052517147e-01 4.679755103366401414e+01 3.562305373296857702e+00
5.904537329887927655e+01 8.985887500198096234e+01 1.247508291120095691e+02 5.011688511723748718e+01 2.342015648154248120e-01 0.000000000000000000e+00 3.517715301505089087e+01 1.823118271536815216e-01 2.873777362597137852e+01 2.473905302837348941e-01 2.511976361865021090e+01 1.565142584906267509e-01 4.045199685229155762e+01 1.586772311039277383e+01 9.316303099443344615e-02 8.985304181640310617e+01 6.074924309305571768e+01 5.314745335238455937e+01 5.696503218222031961e+01 3.436191808332582553e+01 6.303667888440270417e+01 6.933845976801026723e+01 6.282376814736909409e+01 4.446568037547183394e+01 5.743753418087359819e+01 8.208232466265823746e+01 9.038669919425134935e+01 7.438623502954790467e+01 1.925388939210630213e+01 7.436973158501977821e+01 9.183306249156937895e+01 2.509904322929869536e-01 5.723911429117043781e+01 1.469109527643520430e+01
2.581076953338626856e-01 1.330162201575218432e+02 1.155471991236809828e+02 3.676990584957683694e+01 1.051583012022539236e+02 3.517715301505086956e+01 0.000000000000000000e+00 1.182708720394474966e+01 7.940085838390461959e+01 4.332317275617451058e-01 1.008291365649576221e+02 5.149199532764987453e+01 1.163763835508467395e+02 3.238700489030126861e-01 8.136263922967228268e+01 6.899736194831616842e+01 9.619532542852229540e+01 1.232340846343310119e+02 1.122895531282231047e+02 4.470241349351236693e+01 3.255708991747599867e+01 9.170474566367600744e+01 7.413313021486797538e+01 3.514903789756257879e+01 1.332182794671847716e+02 1.266370528235567718e+02 9.972985798187514206e+01 1.863346512491148577e-01 7.906141792573561311e+00 2.328075911857269420e-01 1.639395581560171991e+02 9.711101980973154468e+01 4.769866623313801313e+01 5.531538518112832037e+01
2.772296424051261710e+01 9.129189641502003383e+01 1.261622957363102557e+02 7.572091053253124926e+01 5.662771757970511466e+00 1.823118271536815216e-01 1.182708720394474966e+01 0.000000000000000000e+00 4.581241982118524447e+01 2.332415071643076931e-01 2.655278503168928594e+01 3.088601148311876443e+01 4.188501826533062911e+01 5.009311581030328336e-02 9.251264374823970016e+00 1.069276880116169792e+02 6.216070971735640427e+01 5.455891997668524596e+01 5.837649880652100620e+01 6.231981247801088841e+01 6.436588963729224133e+01 8.641310596322414028e+01 6.415297890025863126e+01 6.158622255455213690e+01 5.887055559391266968e+01 8.350008927194532760e+01 9.181972060729042084e+01 7.618696762157959768e+01 1.660597357440646960e+01 6.414216411657555739e+01 9.325082710085648330e+01 2.486663922902122570e-01 5.856832504405996076e+01 1.612411668947428112e+01
1.245427948458754770e+02 3.309046077316329360e+01 9.207134972317051336e+01 1.154798612373559941e+01 2.998638056317244960e+01 2.873777362597137852e+01 7.940085838390460538e+01 4.581241982118524447e+01 0.000000000000000000e+00 5.945048275669969939e+01 7.203942352077316968e+01 2.584277873808231707e-01 8.745358142371890153e+01 7.779203679759996248e+01 1.268269311696008927e-01 1.544652324781394981e+01 1.085631560010947112e+02 1.007386262271901103e+02 1.047789450902592989e+02 1.136034301291170756e+01 4.311745960826625890e+01 2.529398042224402787e-01 4.989906042790507712e+01 1.438995131542695760e-01 6.752166882498531209e+01 1.023247067517694973e+02 3.188006677359066643e+01 3.788064880569734072e+01 6.836000228710059901e+01 9.471561376600583060e+01 1.244139471538855162e+02 5.712721598745510931e+01 1.053776005259945237e+02 6.207950188289170512e+01
4.162057086292940511e+01 1.289900195550977173e+02 1.732406148970509889e+02 4.078090447600657975e-01 6.586167263449308962e+01 2.473905302837347275e-01 4.332317275617451058e-01 2.332415071643076931e-01 5.945048275669972071e+01 0.000000000000000000e+00 1.141044681271247185e+02 1.167441857626607127e-01 1.294367013607660510e+02 2.931769115680352700e-01 4.206601066191145577e+01 1.036974343122159041e+02 1.497515765167216841e+02 1.421414496919984458e+02 1.459673656058863003e+02 2.536062881389467005e-01 1.008675170429847014e+02 9.594773619332113412e+01 1.157639002288550785e+02 2.957793454736057015e+01 1.464222386893480916e+02 1.710699123005502429e+02 1.271218955896592036e+02 1.891446894894820430e-01 6.083316935357836286e+01 6.729796869260403014e+01 1.808206501294613986e+02 8.915924291354212983e+01 1.040380534261828416e+02 1.036757997849096995e+02
